Date,g,s,e,n,c,j
2/1/2007,640.75,13.01,1.3286,6.1809,1.2125,118.83
3/1/2007,636.75,12.91,1.3169,6.2598,1.2263,119.58
4/1/2007,625.25,12.62,1.3094,6.3229,1.2314,119.28
5/1/2007,626,12.7,1.3005,6.3513,1.2366,118.77
8/1/2007,608.3,12.21,1.3023,6.3592,1.2357,118.49
9/1/2007,612,12.36,1.2995,6.3536,1.2417,119.45
10/1/2007,610.75,12.45,1.294,6.4363,1.2459,119.52
11/1/2007,613.5,12.41,1.2904,6.4728,1.2482,120.49
12/1/2007,614.1,12.43,1.2926,6.4623,1.2485,120.36
16/1/2007,625.6,12.84,1.2918,6.4348,1.248,120.64
17/1/2007,623.25,12.55,1.2948,6.439,1.2456,120.54
18/1/2007,632.8,12.84,1.2942,6.4693,1.2496,121.32
19/1/2007,629,12.72,1.2968,6.4446,1.2479,121.22
22/1/2007,635.1,12.865,1.2957,6.4476,1.2484,121.56
23/1/2007,637.5,13.09,1.3025,6.4026,1.2404,121.54
24/1/2007,643,13.2,1.2964,6.3514,1.2481,120.77
25/1/2007,648.75,13.38,1.298,6.3108,1.2439,120.97
26/1/2007,645.7,13.22,1.2909,6.3304,1.2534,121.53
29/1/2007,643.4,13.25,1.2948,6.3007,1.2528,121.81
30/1/2007,642.25,13.15,1.2954,6.2857,1.253,121.7
31/1/2007,645.75,13.36,1.2998,6.2606,1.247,121.02
1/2/2007,652.55,13.58,1.3021,6.2376,1.2427,120.67
2/2/2007,654.75,13.66,1.296,6.2674,1.2476,121.02
5/2/2007,648,13.29,1.2933,6.275,1.2481,120.34
6/2/2007,653.9,13.66,1.2969,6.2474,1.2414,120.35
7/2/2007,655.25,13.65,1.302,6.216,1.2398,120.65
8/2/2007,650.55,13.53,1.3034,6.2269,1.2471,121.19
9/2/2007,657.85,13.84,1.3005,6.255,1.2484,121.59
12/2/2007,663.35,13.78,1.2962,6.2455,1.2532,121.77
13/2/2007,664.75,13.79,1.3024,6.2146,1.2489,121.24
14/2/2007,668.25,13.96,1.3126,6.1614,1.2399,120.8
15/2/2007,670,13.98,1.314,6.1651,1.2362,119.49
16/2/2007,665.25,13.9,1.3137,6.1173,1.2341,119.23
20/2/2007,668.6,13.9,1.3134,6.1365,1.2369,120.1
21/2/2007,658.6,13.74,1.3126,6.1427,1.2393,120.99
22/2/2007,676.4,14.25,1.3134,6.1414,1.2383,121.3
23/2/2007,677.5,14.28,1.3164,6.1246,1.2332,121.1
26/2/2007,684.5,14.58,1.3159,6.1161,1.2327,120.76
27/2/2007,684.5,14.49,1.3246,6.1115,1.2205,118.67
28/2/2007,677,14.31,1.323,6.1316,1.2189,118.33
1/3/2007,673.6,14.29,1.3173,6.1551,1.2226,117.53
2/3/2007,664,13.53,1.3182,6.1607,1.2173,116.82
5/3/2007,638.6,12.605,1.3094,6.25,1.2218,116.01
6/3/2007,644.6,12.935,1.3108,6.2226,1.2241,116.5
7/3/2007,646.35,12.89,1.3148,6.1983,1.2208,116.41
8/3/2007,653.75,13.09,1.3129,6.201,1.2287,117.35
9/3/2007,653.85,13.07,1.3118,6.178,1.2332,118.15
12/3/2007,652.5,12.97,1.3186,6.1347,1.225,117.51
13/3/2007,650.5,12.92,1.3199,6.129,1.2218,116.96
14/3/2007,640.75,12.65,1.3227,6.1404,1.2139,116.33
15/3/2007,646.1,12.9,1.3249,6.1263,1.2142,117.26
16/3/2007,650.65,13.07,1.3307,6.1113,1.2079,116.77
19/3/2007,654.5,13.16,1.3299,6.1271,1.2125,117.58
20/3/2007,654.4,13.25,1.3291,6.1573,1.2137,117.32
21/3/2007,660.5,13.33,1.3305,6.1586,1.2151,117.83
22/3/2007,664,13.375,1.3359,6.0967,1.2115,117.79
23/3/2007,662.15,13.37,1.3302,6.1007,1.2169,117.82
26/3/2007,659.65,13.26,1.3336,6.0864,1.2144,117.84
27/3/2007,665.15,13.34,1.3357,6.0994,1.213,117.8
28/3/2007,665.6,13.36,1.3331,6.0802,1.2147,116.83
29/3/2007,664.9,13.34,1.3336,6.091,1.2166,117.75
30/3/2007,663.5,13.35,1.3374,6.0774,1.2126,117.56
2/4/2007,663.3,13.335,1.3374,6.0992,1.2139,117.69
3/4/2007,663.5,13.28,1.3363,6.1114,1.2192,118.83
4/4/2007,665.9,13.45,1.3364,6.1178,1.2194,118.72
5/4/2007,672.6,13.58,1.3426,6.0698,1.2145,118.66
10/4/2007,676.85,13.84,1.3436,6.0259,1.2165,119.07
11/4/2007,679.1,13.92,1.3436,6.0259,1.2194,119.36
12/4/2007,678.5,13.84,1.3484,5.9994,1.2157,118.99
13/4/2007,677,13.88,1.3518,5.9914,1.2154,119.27
16/4/2007,687.25,14.09,1.355,5.9551,1.2132,119.84
17/4/2007,688,13.96,1.3569,5.9554,1.2092,118.96
18/4/2007,690.4,13.96,1.3574,5.9725,1.2056,118.27
19/4/2007,687.25,13.835,1.3605,5.9622,1.2044,118.36
20/4/2007,687.6,13.87,1.3601,5.956,1.2081,118.81
23/4/2007,691,13.86,1.358,5.9664,1.2088,118.47
24/4/2007,689.7,14.03,1.3622,5.949,1.2031,118.52
25/4/2007,686.2,13.79,1.3647,5.9612,1.203,118.62
26/4/2007,685.5,13.66,1.359,5.9823,1.2092,119.5
27/4/2007,672.5,13.35,1.3625,5.9676,1.2081,119.59
30/4/2007,678,13.5,1.366,5.9441,1.2064,119.44
1/5/2007,677.5,13.45,1.36,5.9702,1.2151,119.77
2/5/2007,673.25,13.18,1.3598,5.9682,1.2138,120.05
3/5/2007,675.9,13.33,1.3566,5.9823,1.2151,120.33
4/5/2007,680.8,13.4,1.3587,5.9695,1.2115,120.16
8/5/2007,685.9,13.48,1.3532,6.0115,1.2182,119.89
9/5/2007,686.5,13.45,1.3549,6.0076,1.2165,119.8
10/5/2007,677.85,13.29,1.3512,6.0512,1.2192,120.37
11/5/2007,667.85,13.04,1.3519,6.0475,1.2188,120.19
14/5/2007,674.2,13.19,1.3544,6.0524,1.2194,120.37
15/5/2007,667,13.02,1.3603,6.0101,1.2135,120.22
16/5/2007,670.9,13.16,1.3522,6.045,1.222,120.74
17/5/2007,663.2,12.9,1.3494,6.0592,1.2268,121.3
18/5/2007,660.75,12.87,1.3511,6.0468,1.2267,121.09
21/5/2007,662.4,12.93,1.3457,6.0669,1.2306,121.57
22/5/2007,663.5,13.07,1.3464,6.0385,1.23,121.47
23/5/2007,659.2,12.96,1.3482,6.0157,1.2266,121.52
24/5/2007,661.5,13.04,1.3429,6.0318,1.2294,121.46
25/5/2007,655,12.925,1.3452,6.0159,1.2281,121.72
29/5/2007,657.6,13.03,1.3483,6.0114,1.2227,121.79
30/5/2007,657.1,13.11,1.3419,6.0716,1.2259,121.48
31/5/2007,656.6,13.25,1.3453,6.0403,1.2252,121.76
1/6/2007,662.5,13.53,1.344,6.0253,1.2299,122.1
4/6/2007,670.75,13.67,1.3488,5.9847,1.2231,121.72
5/6/2007,671.3,13.71,1.3526,5.9705,1.2187,121.49
6/6/2007,669.8,13.69,1.3492,5.9887,1.2176,121.08
7/6/2007,670.85,13.65,1.3456,5.9889,1.2243,121.34
8/6/2007,656.75,13.31,1.3359,6.0677,1.2345,121.62
11/6/2007,652.75,13.16,1.3359,6.0615,1.2386,121.78
12/6/2007,652.8,13.15,1.3325,6.0862,1.2424,121.76
13/6/2007,644.1,12.86,1.3295,6.094,1.2447,122.37
14/6/2007,650.75,13.04,1.3311,6.0874,1.2452,122.97
15/6/2007,650.6,13.06,1.3365,6.04,1.2428,123.55
18/6/2007,658,13.31,1.3401,6.0249,1.2409,123.67
19/6/2007,655.1,13.19,1.3416,6.0227,1.2402,123.39
20/6/2007,659.6,13.34,1.3426,5.9881,1.2374,123.6
21/6/2007,654.5,13.17,1.3399,5.9697,1.2404,123.68
22/6/2007,652,13.155,1.3438,5.9397,1.2316,124.09
25/6/2007,651.25,12.96,1.345,5.9476,1.2305,123.84
26/6/2007,649.55,12.85,1.3468,5.9522,1.2284,123.49
27/6/2007,642.85,12.26,1.3433,5.925,1.2291,122.52
28/6/2007,645.7,12.425,1.3466,5.8985,1.2286,123.01
29/6/2007,648.5,12.54,1.352,5.8942,1.224,123.39
2/7/2007,650.5,12.47,1.3627,5.813,1.2112,122.32
3/7/2007,657.25,12.6,1.3615,5.8183,1.2152,122.4
5/7/2007,655.9,12.6,1.3592,5.83,1.2178,122.82
6/7/2007,647.75,12.4,1.3626,5.8054,1.2181,123.27
9/7/2007,657,12.74,1.3623,5.8073,1.217,123.34
10/7/2007,661.15,12.76,1.3714,5.8096,1.2074,122.19
11/7/2007,664,12.95,1.3757,5.7906,1.2044,122.13
12/7/2007,663,12.95,1.3776,5.738,1.2033,122.5
13/7/2007,667.5,13.125,1.3788,5.7368,1.2019,121.99
16/7/2007,667.25,13.03,1.3785,5.7263,1.2018,121.9
17/7/2007,663.15,12.9,1.3782,5.7247,1.203,122.36
18/7/2007,667.75,12.94,1.3808,5.7205,1.1997,121.83
19/7/2007,673,13.25,1.3811,5.7276,1.2023,122.06
20/7/2007,676,13.29,1.3831,5.716,1.1998,121.15
23/7/2007,683.5,13.34,1.3817,5.7244,1.2054,121.31
24/7/2007,682.75,13.34,1.3824,5.7427,1.205,120.57
25/7/2007,677.25,13.175,1.3711,5.8038,1.214,120.33
26/7/2007,675.4,13.13,1.373,5.8166,1.2068,119.14
27/7/2007,663.5,12.75,1.3647,5.8858,1.2073,118.56
30/7/2007,661.5,12.73,1.3681,5.8483,1.2015,118.41
31/7/2007,666.75,12.93,1.3711,5.8086,1.2021,119.13
1/8/2007,660.25,12.77,1.3682,5.8268,1.2013,118.71
2/8/2007,665.35,12.96,1.3693,5.8024,1.206,119.35
3/8/2007,666.35,12.96,1.3785,5.7582,1.1933,118.43
6/8/2007,674.15,13.1,1.3789,5.7741,1.1873,118.04
7/8/2007,669.25,12.99,1.3747,5.8158,1.1954,118.48
8/8/2007,670.4,13.03,1.3808,5.7625,1.1946,119.76
9/8/2007,670.85,12.975,1.3701,5.7968,1.1967,118.69
10/8/2007,664.5,12.69,1.3686,5.8376,1.1969,118
13/8/2007,669.85,12.87,1.3624,5.8595,1.2057,118.47
14/8/2007,667.35,12.76,1.3581,5.877,1.2095,118.21
15/8/2007,665,12.51,1.3479,5.8934,1.2181,117.19
16/8/2007,664.15,12.365,1.3402,5.9846,1.2175,114.03
17/8/2007,653,11.69,1.3492,5.9405,1.2043,113.81
20/8/2007,658.5,11.95,1.3468,5.9226,1.2066,114.49
21/8/2007,655.5,11.67,1.3483,5.9457,1.2033,114.42
22/8/2007,657.15,11.68,1.3535,5.9055,1.2062,114.95
23/8/2007,662.25,11.88,1.356,5.8707,1.2061,115.81
24/8/2007,659.75,11.7,1.3645,5.8264,1.2015,116.12
28/8/2007,667,11.83,1.3626,5.8353,1.2006,114.7
29/8/2007,664.75,11.8,1.3675,5.8231,1.1986,115.52
30/8/2007,666.3,11.86,1.3648,5.8262,1.2032,115.81
31/8/2007,668,11.95,1.3641,5.821,1.2071,115.83
3/9/2007,672.75,12.1,1.3641,5.821,1.2071,115.83
4/9/2007,673.5,12.095,1.3606,5.8154,1.2109,116.21
5/9/2007,679.5,12.215,1.3669,5.7812,1.2025,115.15
6/9/2007,683.5,12.245,1.3697,5.7645,1.2008,115.33
7/9/2007,695,12.57,1.3772,5.7481,1.1882,113.57
10/9/2007,704,12.56,1.3794,5.7058,1.186,113.43
11/9/2007,704.25,12.57,1.3837,5.677,1.1864,113.97
12/9/2007,711.75,12.66,1.3904,5.6236,1.1844,114.24
13/9/2007,708.1,12.47,1.3885,5.6372,1.187,115.37
14/9/2007,706.75,12.5,1.3848,5.6324,1.1914,115.31
17/9/2007,710.25,12.59,1.386,5.6205,1.1874,114.93
18/9/2007,717.7,12.96,1.3869,5.6427,1.1891,115.75
19/9/2007,723.75,12.995,1.395,5.581,1.1856,116.21
20/9/2007,727.75,13.17,1.4092,5.5259,1.1697,114.18
21/9/2007,735.35,13.47,1.4076,5.5318,1.1735,115.6
24/9/2007,733.25,13.62,1.4086,5.5162,1.1739,114.92
25/9/2007,727.7,13.28,1.4128,5.5105,1.1681,114.48
26/9/2007,730.55,13.44,1.4126,5.5046,1.171,115.66
27/9/2007,729.75,13.51,1.4138,5.4632,1.1735,115.76
28/9/2007,737.75,13.65,1.4219,5.4095,1.1672,114.97
1/10/2007,745.25,13.775,1.4229,5.3674,1.1683,115.91
2/10/2007,735.75,13.28,1.4163,5.4234,1.175,115.83
3/10/2007,733.15,13.35,1.4135,5.4267,1.1791,116.74
4/10/2007,726.75,13.22,1.4128,5.4462,1.1752,116.59
5/10/2007,735.85,13.435,1.4154,5.4051,1.176,116.83
8/10/2007,736.5,13.29,1.4154,5.4051,1.176,116.83
9/10/2007,728.8,13.21,1.4092,5.4469,1.1838,116.98
10/10/2007,740.5,13.62,1.4157,5.4294,1.1808,117.17
11/10/2007,747.5,13.67,1.4228,5.3688,1.1801,117.71
12/10/2007,748.5,13.79,1.4168,5.42,1.1852,117.5
15/10/2007,755.85,13.95,1.4216,5.3761,1.1799,117.37
16/10/2007,761.75,13.66,1.4165,5.4089,1.1831,116.61
17/10/2007,759.75,13.6,1.4208,5.3894,1.1816,116.62
18/10/2007,758.35,13.68,1.4291,5.373,1.1697,115.64
19/10/2007,768.25,13.83,1.4263,5.3694,1.1718,115.15
22/10/2007,755.6,13.35,1.4138,5.4738,1.1777,114.07
23/10/2007,757.5,13.57,1.4248,5.407,1.1727,114.65
24/10/2007,757.35,13.44,1.4237,5.4539,1.1726,113.94
25/10/2007,765,13.725,1.4299,5.411,1.1671,114.09
26/10/2007,775.6,14.07,1.439,5.3603,1.1627,114.01
29/10/2007,792.5,14.41,1.4405,5.3554,1.1654,114.69
30/10/2007,784,14.175,1.4424,5.3487,1.1615,114.72
31/10/2007,783,14.32,1.4468,5.3867,1.1589,115.27
1/11/2007,792,14.36,1.4435,5.422,1.1591,114.87
2/11/2007,790.75,14.32,1.4481,5.4142,1.1543,114.74
5/11/2007,802.5,14.49,1.4469,5.3785,1.1536,114.54
6/11/2007,817.55,14.96,1.4555,5.3483,1.1453,114.51
7/11/2007,841.75,15.82,1.4667,5.2903,1.1335,113.29
8/11/2007,832.25,15.36,1.4691,5.2619,1.1265,112.66
9/11/2007,836,15.15,1.4665,5.3177,1.1232,110.9
13/11/2007,803.4,14.675,1.4598,5.4354,1.1256,110.31
14/11/2007,808.25,14.97,1.467,5.4054,1.1222,111.38
15/11/2007,806,14.82,1.4639,5.4609,1.1224,110.78
16/11/2007,790.25,14.45,1.4652,5.4783,1.117,111.05
19/11/2007,788.5,14.52,1.4658,5.5061,1.1163,110.05
20/11/2007,789.65,14.36,1.4787,5.3971,1.1099,110.05
21/11/2007,796.25,14.55,1.4829,5.4217,1.1037,108.54
22/11/2007,802.25,14.52,1.4829,5.4217,1.1037,108.54
23/11/2007,810.5,14.55,1.4825,5.3986,1.1026,108.17
26/11/2007,836.25,14.885,1.4862,5.4028,1.1005,108.17
27/11/2007,823.25,14.65,1.4817,5.4564,1.1054,108.64
28/11/2007,796.5,14.275,1.475,5.4828,1.1186,110.38
29/11/2007,807.25,14.38,1.4766,5.5025,1.1177,109.94
30/11/2007,794.75,14.23,1.4688,5.5255,1.1287,111.02
3/12/2007,783.75,13.86,1.4657,5.5258,1.1291,110.44
4/12/2007,790.25,14.25,1.4759,5.4932,1.1172,109.68
5/12/2007,801.75,14.34,1.4666,5.483,1.1249,110.85
6/12/2007,788.75,14.06,1.4638,5.4779,1.1276,111.05
7/12/2007,799.75,14.44,1.4664,5.4666,1.1296,111.72
10/12/2007,800,14.38,1.4714,5.4333,1.1276,111.6
11/12/2007,806.75,14.615,1.4702,5.4439,1.133,111.77
12/12/2007,807.5,14.635,1.4702,5.4079,1.1355,112.36
13/12/2007,809,14.61,1.4591,5.4555,1.1432,112.26
14/12/2007,796.25,14.01,1.4433,5.518,1.1536,113.35
17/12/2007,787,13.745,1.4369,5.5635,1.1522,113.2
18/12/2007,796.25,13.97,1.4392,5.5843,1.1529,113.17
19/12/2007,801.5,13.98,1.4344,5.5929,1.1563,113.44
20/12/2007,799.5,13.97,1.4353,5.5944,1.1563,112.97
21/12/2007,803,14.28,1.4361,5.59,1.1566,113.95
24/12/2007,810.25,14.35,1.4409,5.5548,1.1567,114.45
27/12/2007,822.5,14.67,1.4601,5.4567,1.1409,114
28/12/2007,828.5,14.75,1.4718,5.4047,1.1275,112.93
31/12/2007,836.5,14.76,1.4603,5.431,1.1329,111.71
2/1/2008,840.75,14.93,1.4738,5.4034,1.1174,109.7
3/1/2008,865.35,15.38,1.4736,5.346,1.1134,109.58
4/1/2008,858.75,15.275,1.4786,5.3221,1.1064,108.38
7/1/2008,857.5,15.24,1.4684,5.3819,1.1176,109.1
8/1/2008,873.25,15.485,1.4717,5.357,1.1138,109.29
9/1/2008,887.85,16,1.4663,5.3828,1.1151,109.4
10/1/2008,874.25,15.62,1.474,5.2998,1.1069,109.38
11/1/2008,893.75,16.06,1.4787,5.2818,1.1026,109.11
14/1/2008,911.5,16.5,1.4877,5.2637,1.0928,108.18
15/1/2008,904.75,16.24,1.4842,5.2964,1.0917,107.07
16/1/2008,881,15.85,1.4643,5.415,1.1008,107.27
17/1/2008,881.5,15.88,1.469,5.4368,1.0993,107.01
18/1/2008,872.75,15.825,1.4616,5.4701,1.101,106.82
22/1/2008,862,15.57,1.4609,5.5006,1.0986,106.76
23/1/2008,887.8,15.95,1.4574,5.5487,1.0898,105.42
24/1/2008,891.5,16.35,1.4737,5.4463,1.0869,106.68
25/1/2008,921.25,16.53,1.4673,5.4772,1.0986,107.31
28/1/2008,916.5,16.44,1.4789,5.4639,1.0878,106.65
29/1/2008,927.5,16.75,1.4767,5.4326,1.094,107.08
30/1/2008,923.75,16.76,1.4782,5.4458,1.0927,107.25
31/1/2008,923.75,16.74,1.4841,5.4126,1.0845,106.74
1/2/2008,933,17.19,1.4851,5.4046,1.0821,106.3
4/2/2008,899.5,16.7,1.4832,5.397,1.0892,106.73
5/2/2008,889.75,16.51,1.4638,5.4943,1.1005,106.94
6/2/2008,892,16.48,1.4647,5.5103,1.0977,106.75
7/2/2008,908.25,16.7,1.4495,5.5546,1.1049,106.82
8/2/2008,914,16.95,1.4505,5.5345,1.1038,107.34
11/2/2008,925.5,17.37,1.4506,5.5216,1.1023,106.64
12/2/2008,920.25,17.46,1.4592,5.4782,1.1006,107.42
13/2/2008,905.75,16.98,1.4569,5.476,1.1074,108.15
14/2/2008,910.85,17.26,1.4635,5.4228,1.0984,107.97
15/2/2008,909.75,17.38,1.4674,5.3876,1.0913,107.67
19/2/2008,916.5,17.25,1.4742,5.3307,1.093,107.5
20/2/2008,924.85,17.42,1.4663,5.3724,1.1003,107.97
21/2/2008,943,17.98,1.4813,5.3097,1.0916,107.6
22/2/2008,945.75,17.94,1.4825,5.3171,1.0856,106.98
25/2/2008,947.5,18.06,1.4822,5.3122,1.0856,107.88
26/2/2008,934,18.12,1.4889,5.2933,1.0849,107.73
27/2/2008,958.75,19.33,1.5132,5.1898,1.0637,106.38
28/2/2008,957,19.24,1.5172,5.1899,1.0533,105.64
29/2/2008,969,19.62,1.5187,5.2061,1.0435,104.19
3/3/2008,978.25,20.16,1.5195,5.1784,1.0431,103.57
4/3/2008,981.75,20.32,1.521,5.1707,1.0354,102.67
5/3/2008,966.25,19.48,1.5282,5.1375,1.0364,103.99
6/3/2008,986.25,20.8,1.5356,5.121,1.0291,103.1
7/3/2008,978.5,20.22,1.5333,5.1637,1.025,102.69
10/3/2008,973.15,19.57,1.5369,5.1449,1.0192,101.8
11/3/2008,980.5,20.25,1.5329,5.1419,1.0292,102.87
12/3/2008,975.75,19.7,1.5495,5.1091,1.0217,102.38
13/3/2008,988.25,20.79,1.5584,5.1066,1.0116,100.58
14/3/2008,997,20.41,1.5604,5.1321,1.0072,100.2
17/3/2008,1023.5,20.92,1.5765,5.1153,0.986,96.88
18/3/2008,1005.75,20.38,1.5784,5.113,0.9899,98.23
19/3/2008,995.25,19.88,1.5642,5.1457,1.0006,99.34
20/3/2008,913.5,17.53,1.5417,5.278,1.0107,98.79
25/3/2008,930.65,17.575,1.5595,5.1824,1.0088,100.07
26/3/2008,945.75,18.07,1.5761,5.0919,0.9955,99.12
27/3/2008,948.25,18.2,1.5798,5.08,0.9932,99.87
28/3/2008,944.5,18.36,1.5759,5.1102,0.9981,99.71
31/3/2008,937.25,17.99,1.5805,5.0827,0.9921,99.85
1/4/2008,897,16.74,1.5615,5.1876,1.0108,101.77
2/4/2008,893.5,16.89,1.5618,5.1477,1.0148,102.77
3/4/2008,898.25,17.15,1.5667,5.1089,1.0079,102.21
4/4/2008,905.25,17.45,1.5735,5.0685,1.0052,101.75
7/4/2008,914.7,17.96,1.5713,5.0561,1.0144,102.62
8/4/2008,921,18,1.5705,5.0579,1.014,102.55
9/4/2008,906.75,17.49,1.5804,5.0255,1.0019,101.83
10/4/2008,934.25,18.32,1.5744,5.0448,1.0051,101.71
11/4/2008,925.5,17.95,1.5796,5.0283,1.0016,101.09
14/4/2008,917.75,17.45,1.5827,5.011,0.9975,100.87
15/4/2008,931.75,17.86,1.5801,5.0054,1.0019,101.33
16/4/2008,932.75,18.07,1.5978,4.9467,0.9979,101.4
17/4/2008,951.5,18.56,1.5924,4.9645,1.0025,102.22
18/4/2008,942.25,18.18,1.5742,5.0615,1.0253,104.56
21/4/2008,915.75,17.86,1.5881,5.0052,1.0121,103.38
22/4/2008,920.75,17.56,1.601,4.9474,1.0004,102.7
23/4/2008,916.25,17.55,1.5898,4.9934,1.0146,103.55
24/4/2008,900.75,17.09,1.5668,5.0895,1.0341,104.2
25/4/2008,883.5,16.68,1.5634,5.1119,1.0335,104.17
28/4/2008,892.25,16.94,1.5648,5.0878,1.0339,104.3
29/4/2008,886,16.78,1.5604,5.1236,1.0329,103.4
30/4/2008,867.75,16.47,1.5568,5.1175,1.0422,104.53
1/5/2008,863.5,16.64,1.5458,5.1463,1.0478,104.04
2/5/2008,854.25,16.19,1.5431,5.1243,1.0562,105.33
6/5/2008,878,16.7,1.5548,5.0479,1.0485,104.54
7/5/2008,874,16.69,1.537,5.123,1.0583,105.28
8/5/2008,872.25,16.58,1.5409,5.116,1.051,103.87
9/5/2008,887.25,16.97,1.5447,5.0887,1.0432,103.01
12/5/2008,882.5,16.74,1.5536,5.0367,1.0443,103.83
13/5/2008,877,17.08,1.5509,5.0521,1.049,104.41
14/5/2008,863,16.69,1.5467,5.0704,1.0558,105.2
15/5/2008,866.25,16.6,1.5492,5.0712,1.0531,104.61
16/5/2008,885,16.83,1.5591,5.0145,1.0448,103.86
19/5/2008,908.75,17.18,1.5516,5.0305,1.0545,104.55
20/5/2008,907,17.03,1.5667,4.9952,1.0376,103.66
21/5/2008,925,17.77,1.5772,4.9861,1.0297,103.34
22/5/2008,928.25,17.82,1.5703,5.0091,1.0324,104.03
23/5/2008,922.25,18.1,1.5784,5.0093,1.0235,103.22
27/5/2008,923.75,18.14,1.5731,4.9945,1.0284,103.98
28/5/2008,892,17.26,1.5628,5.0403,1.0382,104.69
29/5/2008,893,17.17,1.5527,5.0728,1.048,105.52
30/5/2008,879.5,16.85,1.556,5.0872,1.0426,105.46
2/6/2008,891.25,16.86,1.555,5.117,1.0379,104.41
3/6/2008,895.5,16.82,1.5454,5.1525,1.0437,105.29
4/6/2008,877.25,16.67,1.5453,5.159,1.0408,104.99
5/6/2008,873,16.65,1.556,5.116,1.0398,106
6/6/2008,883.5,17.19,1.5731,5.0327,1.0237,105.33
9/6/2008,904.25,17.46,1.5718,5.05,1.0237,106.06
10/6/2008,884.5,16.94,1.5473,5.1622,1.0404,107.19
11/6/2008,874.25,16.58,1.5562,5.1361,1.0328,106.77
12/6/2008,871.25,16.59,1.5418,5.21,1.0441,107.94
13/6/2008,864,16.31,1.5368,5.238,1.0485,107.92
16/6/2008,872,16.73,1.5472,5.1813,1.0435,108.19
17/6/2008,883,17.22,1.5519,5.1859,1.0428,108.03
18/6/2008,884,17,1.5502,5.1812,1.0413,108.05
19/6/2008,893.25,17.22,1.5502,5.182,1.0457,107.95
20/6/2008,900,17.44,1.5626,5.1433,1.0345,107.42
23/6/2008,905.25,17.19,1.5492,5.1665,1.0474,107.89
24/6/2008,888.5,16.85,1.5591,5.1061,1.0384,107.76
25/6/2008,887.25,16.7,1.557,5.1072,1.0424,108.29
26/6/2008,892.5,16.88,1.5738,5.0558,1.0274,107.29
27/6/2008,923,17.4,1.5749,5.0653,1.0205,106.28
30/6/2008,932.75,17.65,1.5748,5.0899,1.0202,106.17
1/7/2008,929.5,17.56,1.5778,5.0695,1.0183,105.73
2/7/2008,936,17.92,1.5869,5.0604,1.0151,105.87
3/7/2008,939.75,18.31,1.5708,5.0957,1.0273,106.79
7/7/2008,921,17.85,1.5646,5.1008,1.0328,107.55
8/7/2008,929.25,17.62,1.5653,5.1357,1.0324,107.35
9/7/2008,923.25,17.82,1.5744,5.1044,1.0301,107.12
10/7/2008,930.75,18.17,1.5771,5.1137,1.0282,107.03
11/7/2008,949,18.38,1.5898,5.0649,1.0179,106.14
14/7/2008,957.75,18.69,1.5914,5.0565,1.0162,106.18
15/7/2008,981.75,19.3,1.5923,5.051,1.0089,104.78
16/7/2008,974,18.83,1.5847,5.092,1.0148,104.64
17/7/2008,964.5,18.67,1.5861,5.0734,1.0197,105.82
18/7/2008,961.5,18.55,1.5855,5.0802,1.0207,106.75
21/7/2008,966.25,18.35,1.5877,5.0687,1.0207,106.74
22/7/2008,973,18.6,1.5811,5.096,1.0283,107.11
23/7/2008,934.75,17.59,1.5708,5.1548,1.0372,107.68
24/7/2008,927.75,17.52,1.5657,5.1719,1.039,107.62
25/7/2008,932.25,17.55,1.5687,5.1427,1.0386,107.89
28/7/2008,929.25,17.47,1.5747,5.1289,1.0332,107.49
29/7/2008,928.75,17.42,1.5588,5.1779,1.0454,108.19
30/7/2008,914.1,17.12,1.5559,5.1562,1.0484,108.17
31/7/2008,912,17.48,1.5589,5.1323,1.0489,108.1
1/8/2008,909.5,17.59,1.5567,5.1374,1.048,107.59
4/8/2008,910,17.37,1.5569,5.136,1.0492,108.23
5/8/2008,884,16.67,1.5468,5.1903,1.0548,108.2
6/8/2008,884.75,16.74,1.5409,5.208,1.0602,109.39
7/8/2008,882.5,16.59,1.5341,5.2134,1.0617,109.44
8/8/2008,864.5,15.76,1.5047,5.348,1.0801,110.09
11/8/2008,863.75,15.335,1.4958,5.35,1.0828,110.08
12/8/2008,808.75,14.45,1.4905,5.3792,1.088,109.78
13/8/2008,824,14.68,1.4895,5.389,1.0855,108.71
14/8/2008,833.25,14.86,1.4856,5.3707,1.0911,109.75
15/8/2008,784.75,12.82,1.4695,5.4214,1.096,110.48
18/8/2008,797.5,13.01,1.473,5.4079,1.0959,110.07
19/8/2008,791,13.01,1.4746,5.3911,1.0927,109.68
20/8/2008,806.75,13.27,1.4701,5.4084,1.1008,109.98
21/8/2008,821,13.59,1.4875,5.3281,1.0862,108.35
22/8/2008,830,13.62,1.48,5.3614,1.097,109.88
26/8/2008,809.75,13.05,1.466,5.409,1.1004,109.83
27/8/2008,833.5,13.76,1.4684,5.3835,1.1009,109.72
28/8/2008,832,13.78,1.4685,5.3871,1.0994,109.56
29/8/2008,836.5,13.76,1.4669,5.4241,1.1019,108.69
2/9/2008,802.5,13.18,1.4522,5.4948,1.107,108.85
3/9/2008,794.5,12.79,1.4489,5.528,1.1055,108.18
4/9/2008,810.5,13.02,1.436,5.5657,1.1094,107.76
5/9/2008,796.25,12.72,1.4273,5.6066,1.111,106.96
8/9/2008,806.5,12.38,1.4126,5.6719,1.1306,107.91
9/9/2008,799.75,12.04,1.4173,5.6755,1.125,107.1
