Date,g,s,e,n,c,j
28/3/2017,1253.65,17.94,1.0852,8.4915,0.985,110.56
29/3/2017,1252.9,18.13,1.0756,8.5214,0.9966,111.05
30/3/2017,1250.9,18.1,1.0726,8.5484,0.9969,111.36
31/3/2017,1241.7,18.06,1.0698,8.5756,0.9998,111.41
3/4/2017,1246.25,18.16,1.0655,8.5918,1.0029,110.96
4/4/2017,1258.65,18.34,1.0664,8.5918,1.0022,110.74
5/4/2017,1252.5,18.26,1.0661,8.5984,1.005,111.2
6/4/2017,1253.75,18.22,1.0651,8.6163,1.0046,111.02
7/4/2017,1264.3,18.4,1.0616,8.6268,1.0066,110.76
10/4/2017,1253.6,17.94,1.0606,8.6175,1.0077,110.95
11/4/2017,1255.7,17.94,1.0614,8.5961,1.0072,109.74
12/4/2017,1272.3,18.31,1.0611,8.5817,1.0054,109.54
13/4/2017,1286.1,18.56,1.063,8.5506,1.0047,109.23
18/4/2017,1285,18.42,1.0706,8.5192,0.9978,108.4
19/4/2017,1282.05,18.22,1.0707,8.5757,0.9986,109.06
20/4/2017,1279.9,18.19,1.0758,8.5861,0.996,109.34
21/4/2017,1281.5,17.98,1.0694,8.6779,0.9987,109.08
24/4/2017,1271.8,17.81,1.0846,8.5628,0.9964,109.74
25/4/2017,1270.5,17.84,1.0941,8.5518,0.9925,110.88
26/4/2017,1264.95,17.59,1.0872,8.5902,0.9957,111.52
27/4/2017,1264.3,17.46,1.0864,8.5935,0.9948,111.13
28/4/2017,1265.55,17.41,1.0895,8.5726,0.9944,111.44
2/5/2017,1255.8,16.95,1.091,8.5941,0.9913,112.06
3/5/2017,1253.95,16.85,1.092,8.6191,0.9913,112.34
4/5/2017,1235.85,16.5,1.0967,8.6774,0.989,112.7
5/5/2017,1239.4,16.27,1.0996,8.6022,0.9876,112.63
8/5/2017,1229.7,16.38,1.0928,8.6445,0.9979,112.84
9/5/2017,1225.15,16.22,1.0875,8.6802,1.0074,114.19
10/5/2017,1222.95,16.29,1.0873,8.608,1.0088,114.02
11/5/2017,1221,16.37,1.0869,8.5924,1.0061,113.77
12/5/2017,1227.9,16.3,1.0926,8.5713,1.0008,113.3
15/5/2017,1231.5,16.59,1.0979,8.5416,0.9964,113.54
16/5/2017,1234.05,16.72,1.1072,8.4664,0.9878,113.24
17/5/2017,1244.6,16.9,1.1134,8.3977,0.9808,111.46
18/5/2017,1261.35,16.81,1.113,8.4431,0.9763,110.82
19/5/2017,1251.85,16.77,1.119,8.3866,0.9754,111.47
22/5/2017,1255.25,16.95,1.1236,8.3464,0.9736,111.15
23/5/2017,1259.9,17.14,1.1198,8.3694,0.974,111.64
24/5/2017,1251.35,17.03,1.1175,8.3928,0.9769,112.02
25/5/2017,1257.1,17.15,1.1218,8.3531,0.972,111.7
26/5/2017,1265,17.29,1.117,8.3935,0.9753,111.3
30/5/2017,1262.8,17.27,1.1183,8.4304,0.9744,110.68
31/5/2017,1263.8,17.31,1.1236,8.4361,0.9684,110.71
1/6/2017,1266.15,17.13,1.1214,8.4392,0.9712,111.24
2/6/2017,1260.95,17.19,1.127,8.4237,0.9642,110.49
5/6/2017,1280.7,17.52,1.125,8.4585,0.9657,110.49
6/6/2017,1287.85,17.56,1.1266,8.4671,0.9628,109.34
7/6/2017,1292.7,17.6,1.1236,8.4912,0.9657,109.54
8/6/2017,1284.8,17.6,1.1217,8.485,0.9675,110.1
9/6/2017,1274.25,17.35,1.119,8.4968,0.97,110.61
12/6/2017,1269.25,17.13,1.1204,8.4655,0.9688,109.72
13/6/2017,1261.3,16.82,1.1194,8.435,0.9692,110.12
14/6/2017,1268.25,16.96,1.1277,8.3662,0.9662,109.16
15/6/2017,1260.25,16.86,1.1152,8.5007,0.9749,110.66
16/6/2017,1256.6,16.76,1.1194,8.4555,0.9739,110.84
19/6/2017,1251.1,16.67,1.116,8.478,0.9745,111.34
20/6/2017,1246.5,16.59,1.1124,8.5613,0.9759,111.46
21/6/2017,1247.05,16.51,1.1143,8.5336,0.9744,111.58
22/6/2017,1251.4,16.58,1.1148,8.4952,0.9728,111.36
23/6/2017,1256.3,16.71,1.1196,8.4471,0.9692,111.26
26/6/2017,1240.85,16.53,1.1196,8.4667,0.9706,111.48
27/6/2017,1250.4,16.66,1.13,8.4107,0.9638,112.42
28/6/2017,1251.6,16.78,1.1364,8.4498,0.9608,112.18
29/6/2017,1246.6,16.83,1.142,8.4024,0.9569,112.32
30/6/2017,1243.25,16.47,1.1411,8.3781,0.9586,112.4
3/7/2017,1235.2,16.48,1.1367,8.3647,0.9632,113.32
5/7/2017,1221.9,15.95,1.1336,8.4027,0.9652,113.2
6/7/2017,1224.3,16.01,1.1409,8.3543,0.9634,113.28
7/7/2017,1220.4,15.84,1.1396,8.3713,0.9644,114.1
10/7/2017,1207.55,15.22,1.1396,8.3304,0.9658,114.08
11/7/2017,1211.9,15.51,1.143,8.3265,0.9672,114.2
12/7/2017,1219.4,15.83,1.1411,8.2812,0.9648,113.19
13/7/2017,1221.4,15.95,1.1385,8.2682,0.9685,113.39
14/7/2017,1218.95,15.71,1.1452,8.1977,0.9654,112.66
17/7/2017,1229.85,16.07,1.147,8.1513,0.9627,112.76
18/7/2017,1237.1,16.17,1.1578,8.0632,0.9526,111.89
19/7/2017,1239.85,16.23,1.1518,8.0645,0.9548,111.77
20/7/2017,1236.55,16.18,1.1634,8.0243,0.9507,111.68
21/7/2017,1247.25,16.43,1.1655,8.0279,0.9468,111.18
24/7/2017,1255.85,16.5,1.1642,8.0136,0.9456,111.1
25/7/2017,1252,16.31,1.1656,7.9765,0.9496,111.57
26/7/2017,1245.4,16.37,1.1632,7.9595,0.958,112.1
27/7/2017,1262.05,16.79,1.1656,7.9578,0.9656,111.62
28/7/2017,1259.6,16.56,1.1754,7.9174,0.9685,110.87
31/7/2017,1266.35,16.76,1.1826,7.8922,0.965,110.38
1/8/2017,1267.05,16.74,1.1799,7.9235,0.9655,110.33
2/8/2017,1266.65,16.67,1.1861,7.8677,0.9684,110.43
3/8/2017,1261.8,16.47,1.188,7.8803,0.969,110.12
4/8/2017,1269.3,16.7,1.1754,7.955,0.9721,110.76
7/8/2017,1257.55,16.13,1.1788,7.9453,0.9728,110.76
8/8/2017,1261.45,16.39,1.1724,7.9578,0.9766,110.74
9/8/2017,1267.95,16.59,1.1748,7.9602,0.9649,110.04
10/8/2017,1278.9,17.08,1.1751,7.9446,0.9647,109.37
11/8/2017,1288.3,17.09,1.1811,7.9482,0.962,109.06
14/8/2017,1281.1,16.97,1.1786,7.937,0.9714,109.48
15/8/2017,1274.6,16.89,1.1736,7.9603,0.9718,110.42
16/8/2017,1270.15,16.68,1.1703,7.953,0.9744,110.8
17/8/2017,1285.9,17.02,1.1736,7.9504,0.9633,109.88
18/8/2017,1295.25,17.15,1.1748,7.9074,0.9642,109.32
21/8/2017,1287.6,17.02,1.1814,7.8975,0.9629,108.89
22/8/2017,1285.1,17.02,1.1762,7.9137,0.9668,109.4
23/8/2017,1286.45,17.06,1.1802,7.8776,0.9667,109.14
24/8/2017,1285.9,16.93,1.1801,7.8415,0.9646,109.34
25/8/2017,1287.05,17.02,1.1874,7.7775,0.9574,109.24
29/8/2017,1323.4,17.6,1.2025,7.7233,0.948,109.02
30/8/2017,1310.6,17.44,1.1927,7.7834,0.9583,110.2
31/8/2017,1305.8,17.34,1.1894,7.7723,0.961,110.06
1/9/2017,1318.4,17.5,1.1878,7.7916,0.9626,110.09
5/9/2017,1331.15,17.88,1.1911,7.7775,0.9577,108.94
6/9/2017,1340.15,17.77,1.1943,7.7713,0.9537,108.75
7/9/2017,1340.45,17.79,1.2028,7.7479,0.9498,108.26
8/9/2017,1350.9,18.21,1.2041,7.7414,0.9456,107.72
11/9/2017,1338.75,17.85,1.1964,7.8436,0.9533,109.03
12/9/2017,1326.25,17.75,1.1968,7.8267,0.9596,110.01
13/9/2017,1332.25,17.91,1.1898,7.8898,0.9639,110.58
14/9/2017,1323,17.75,1.1886,7.8986,0.966,110.66
15/9/2017,1325,17.7,1.1959,7.8427,0.9594,110.84
18/9/2017,1314.4,17.53,1.1938,7.8294,0.963,111.48
19/9/2017,1308.45,17.15,1.198,7.8067,0.9628,111.49
20/9/2017,1314.9,17.38,1.1998,7.8066,0.9617,111.5
21/9/2017,1297.35,16.95,1.1946,7.8006,0.9692,112.3
22/9/2017,1297,16.97,1.1969,7.7833,0.9694,112.01
25/9/2017,1295.5,16.95,1.1852,7.8325,0.9682,111.64
26/9/2017,1306.9,17.01,1.1772,7.9091,0.9706,112.16
27/9/2017,1291.3,16.89,1.1747,7.9495,0.9745,112.76
28/9/2017,1284.3,16.82,1.1776,7.953,0.971,112.66
29/9/2017,1286.95,16.86,1.1813,7.9629,0.9688,112.64
2/10/2017,1273.1,16.58,1.1745,7.999,0.9737,112.6
3/10/2017,1270.7,16.61,1.1759,7.9695,0.9734,112.8
4/10/2017,1275.55,16.825,1.176,7.9419,0.9756,112.84
5/10/2017,1278.4,16.66,1.1706,7.9948,0.9792,112.74
6/10/2017,1268.2,16.625,1.1732,8.0051,0.9777,112.68
10/10/2017,1289.6,17.12,1.1804,7.939,0.9744,112.15
11/10/2017,1290.2,17.15,1.1847,7.9212,0.9732,112.35
12/10/2017,1294.45,17.195,1.184,7.8928,0.976,112.38
13/10/2017,1293.9,17.2,1.1837,7.8789,0.9745,111.94
16/10/2017,1305.15,17.41,1.181,7.8818,0.9735,111.72
17/10/2017,1289.7,17.11,1.1754,7.9507,0.9804,112.32
18/10/2017,1280.65,16.95,1.1775,7.9675,0.9817,112.94
19/10/2017,1283.4,17.025,1.1842,7.9498,0.9751,112.54
20/10/2017,1280.25,17.075,1.177,7.9941,0.9844,113.5
23/10/2017,1275.25,16.995,1.1762,7.9849,0.9862,113.66
24/10/2017,1278.3,17.035,1.1766,7.9927,0.989,113.92
25/10/2017,1273,16.89,1.1802,8.0304,0.9888,113.7
26/10/2017,1278,16.97,1.17,8.1356,0.995,113.72
27/10/2017,1267.8,16.72,1.158,8.1811,0.999,113.82
30/10/2017,1272.75,16.735,1.1626,8.1623,0.9969,113.26
31/10/2017,1274.4,16.82,1.1648,8.1634,0.9968,113.63
1/11/2017,1279.25,16.94,1.1618,8.1596,1.0014,114.04
2/11/2017,1276.4,17.08,1.1672,8.1392,0.9977,113.84
3/11/2017,1275.3,17.085,1.1616,8.1796,1.0002,114.25
6/11/2017,1271.6,16.915,1.16,8.1482,0.999,113.9
7/11/2017,1276.35,17.005,1.1577,8.182,0.9996,113.9
8/11/2017,1282.25,16.995,1.1591,8.167,0.9997,113.62
9/11/2017,1284,17.1,1.1648,8.129,0.9958,113.4
13/11/2017,1278.4,16.925,1.1656,8.1774,0.9975,113.62
14/11/2017,1273.7,16.935,1.1764,8.2016,0.9914,113.5
15/11/2017,1285.7,17.115,1.1794,8.2538,0.9902,113.15
16/11/2017,1277.7,17.04,1.1772,8.2095,0.9926,112.89
17/11/2017,1283.85,17.085,1.1799,8.2431,0.9882,111.98
20/11/2017,1292.35,17.145,1.1741,8.2813,0.9923,112.49
21/11/2017,1280,17,1.1741,8.2128,0.9916,112.46
22/11/2017,1283.95,16.965,1.1789,8.1866,0.9838,111.62
24/11/2017,1289.15,17.05,1.1936,8.1288,0.9788,111.54
27/11/2017,1294.7,17.1,1.1911,8.147,0.9804,111
28/11/2017,1293.9,17.07,1.1878,8.219,0.9831,111.13
29/11/2017,1294.85,16.895,1.1858,8.2328,0.9837,111.75
30/11/2017,1282.15,16.57,1.1898,8.2929,0.9838,112.3
1/12/2017,1277.25,16.42,1.191,8.2777,0.9762,111.88
4/12/2017,1279.1,16.33,1.1848,8.3306,0.9858,112.8
5/12/2017,1275.9,16.285,1.182,8.2819,0.9868,112.76
6/12/2017,1268.55,16.115,1.1788,8.2801,0.9904,112.32
7/12/2017,1256.8,15.91,1.179,8.2961,0.9921,112.7
8/12/2017,1245.85,15.825,1.1761,8.3082,0.9928,113.55
11/12/2017,1251.4,15.835,1.1802,8.3625,0.99,113.34
12/12/2017,1243.4,15.78,1.1725,8.3675,0.9926,113.62
13/12/2017,1241.6,15.705,1.1762,8.3761,0.9894,113.19
14/12/2017,1255.6,16.01,1.1778,8.2876,0.99,112.56
15/12/2017,1257.25,15.985,1.1778,8.3751,0.9903,112.68
18/12/2017,1258.65,16.09,1.1804,8.3358,0.9856,112.4
19/12/2017,1263.1,16.155,1.1822,8.3733,0.9857,112.98
20/12/2017,1265.95,16.185,1.1881,8.3807,0.9859,113.29
21/12/2017,1265.85,16.145,1.1872,8.3773,0.989,113.42
2/1/2018,1312.8,17.06,1.205,8.1304,0.9718,112.18
3/1/2018,1314.6,17.125,1.203,8.11,0.9762,112.28
4/1/2018,1313.7,17.13,1.2064,8.0731,0.9753,112.78
5/1/2018,1317.9,17.155,1.2039,8.048,0.9752,113.18
8/1/2018,1318.8,17.17,1.1973,8.0712,0.9762,113.08
9/1/2018,1314.95,17.055,1.1922,8.1147,0.9832,112.57
10/1/2018,1321.65,17.135,1.1958,8.0718,0.978,111.48
11/1/2018,1319.85,17.01,1.2035,8.0135,0.9748,111.35
12/1/2018,1332.9,17.12,1.213,7.9561,0.9713,111.23
16/1/2018,1334.95,17.095,1.2244,7.8682,0.9618,110.74
17/1/2018,1337.35,17.21,1.2229,7.8536,0.9616,110.81
18/1/2018,1329.75,17.09,1.2238,7.8285,0.9586,110.88
19/1/2018,1335.8,17.04,1.2238,7.8528,0.9612,110.56
22/1/2018,1334.15,17.035,1.223,7.8748,0.9636,111.15
23/1/2018,1337.1,16.98,1.2277,7.8416,0.9598,110.46
24/1/2018,1350.5,17.19,1.239,7.7679,0.9452,109.15
25/1/2018,1360.25,17.52,1.2488,7.6678,0.9357,108.7
26/1/2018,1354.35,17.4,1.2422,7.6863,0.9342,108.38
29/1/2018,1348.4,17.335,1.2352,7.727,0.938,109.12
30/1/2018,1345.7,17.295,1.239,7.7218,0.9355,108.9
31/1/2018,1343.35,17.23,1.2428,7.7019,0.9321,109.31
1/2/2018,1341.1,17.19,1.2482,7.6671,0.9288,109.5
2/2/2018,1345,17.135,1.2446,7.7396,0.932,110.4
5/2/2018,1337.1,16.875,1.2418,7.7832,0.9366,110.09
6/2/2018,1344.65,16.805,1.2381,7.8253,0.9368,109.18
7/2/2018,1328.5,16.69,1.2281,7.8744,0.9438,109.53
8/2/2018,1311.05,16.345,1.2238,7.9252,0.9386,109
9/2/2018,1316.05,16.355,1.2226,7.9867,0.9393,108.44
12/2/2018,1321.7,16.425,1.2267,7.9236,0.9392,108.72
13/2/2018,1329.4,16.605,1.2363,7.8792,0.9335,107.59
14/2/2018,1330.75,16.58,1.2396,7.8429,0.9319,107
15/2/2018,1353.7,16.825,1.2482,7.7926,0.9232,106.36
16/2/2018,1358.6,16.835,1.2442,7.7556,0.9258,106.1
20/2/2018,1337.4,16.57,1.2348,7.8331,0.9354,107.23
21/2/2018,1328.6,16.435,1.2314,7.8338,0.9375,107.64
22/2/2018,1323.5,16.465,1.2326,7.8656,0.9345,106.96
23/2/2018,1328.9,16.61,1.2298,7.8415,0.9356,106.64
26/2/2018,1339.05,16.67,1.2296,7.8328,0.9388,106.96
27/2/2018,1332.75,16.61,1.2239,7.8669,0.9398,107.47
28/2/2018,1320.3,16.44,1.2211,7.8798,0.943,106.62
1/3/2018,1311.25,16.315,1.2216,7.8612,0.9461,106.91
2/3/2018,1316.75,16.445,1.2314,7.8037,0.9378,105.65
5/3/2018,1326.3,16.51,1.233,7.8249,0.9397,105.97
6/3/2018,1324.95,16.62,1.2415,7.7782,0.9385,106.03
7/3/2018,1332.5,16.645,1.2397,7.818,0.9426,105.94
8/3/2018,1325.4,16.48,1.2314,7.8409,0.9499,106.08
9/3/2018,1319.35,16.485,1.2326,7.7702,0.9493,106.74
12/3/2018,1317.25,16.455,1.2318,7.7555,0.9489,106.52
13/3/2018,1318.7,16.51,1.2398,7.7226,0.9437,106.64
14/3/2018,1324.95,16.605,1.2362,7.737,0.9461,106.17
15/3/2018,1323.35,16.52,1.2321,7.7064,0.9502,106.07
16/3/2018,1320.05,16.475,1.228,7.7155,0.9532,106.1
19/3/2018,1311.7,16.285,1.2329,7.7293,0.9509,105.83
20/3/2018,1312.75,16.25,1.2271,7.7296,0.9549,106.42
21/3/2018,1316.35,16.245,1.2268,7.7401,0.954,106.3
22/3/2018,1328.85,16.52,1.231,7.752,0.9491,105.34
23/3/2018,1342.35,16.53,1.236,7.7462,0.9465,104.83
26/3/2018,1348.4,16.61,1.244,7.6858,0.9442,105
27/3/2018,1350.65,16.64,1.241,7.6896,0.9474,105.72
28/3/2018,1341.05,16.455,1.2351,7.8342,0.9538,106.3
29/3/2018,1323.9,16.28,1.2297,7.8511,0.956,106.27
3/4/2018,1336.6,16.52,1.2261,7.8586,0.959,106.45
4/4/2018,1343.15,16.46,1.2292,7.8259,0.9595,106.56
5/4/2018,1327.05,16.305,1.223,7.8396,0.9633,107.48
6/4/2018,1325.6,16.275,1.2274,7.8281,0.9602,107.03
9/4/2018,1328.5,16.34,1.232,7.7777,0.9574,107.06
10/4/2018,1335.95,16.49,1.2338,7.8101,0.9574,107.3
11/4/2018,1345.2,16.565,1.2384,7.759,0.9578,106.78
12/4/2018,1345.9,16.655,1.232,7.7812,0.9625,107.3
13/4/2018,1340.75,16.505,1.2322,7.7621,0.9631,107.52
16/4/2018,1344.4,16.6,1.2373,7.784,0.9596,107.26
17/4/2018,1342.95,16.625,1.2345,7.7765,0.9666,107.09
18/4/2018,1346.55,16.945,1.238,7.7536,0.967,107.26
19/4/2018,1347.9,17.195,1.2336,7.7874,0.9714,107.42
20/4/2018,1340.15,17.11,1.2282,7.8223,0.9744,107.6
23/4/2018,1328,16.935,1.2216,7.8777,0.9776,108.62
24/4/2018,1327.35,16.595,1.2226,7.8998,0.9804,109.03
25/4/2018,1325.7,16.565,1.2178,7.9701,0.9828,109.33
26/4/2018,1321.9,16.575,1.2113,7.9941,0.988,109.3
27/4/2018,1317.7,16.53,1.2108,7.9714,0.9884,109.12
30/4/2018,1316.25,16.38,1.2074,8.0232,0.9911,109.28
1/5/2018,1309.2,16.25,1.2,8.0834,0.9954,109.69
2/5/2018,1310.75,16.35,1.1968,8.115,0.9975,109.89
3/5/2018,1313.3,16.465,1.197,8.0621,0.9978,109.06
4/5/2018,1309.35,16.415,1.1946,8.0575,1.0005,109.16
8/5/2018,1310.05,16.445,1.1863,8.1388,1.0016,109.16
9/5/2018,1306.85,16.44,1.1852,8.0832,1.0042,109.68
10/5/2018,1314.8,16.6,1.1896,8.0206,1.0036,109.53
11/5/2018,1324.8,16.76,1.1951,7.9948,0.9996,109.26
14/5/2018,1320.7,16.645,1.1976,7.9914,0.9976,109.52
15/5/2018,1310.05,16.41,1.1864,8.0953,0.9998,110.25
16/5/2018,1291.75,16.255,1.1788,8.0946,1.0004,110.22
17/5/2018,1288.85,16.385,1.1798,8.1234,1.0014,110.76
18/5/2018,1287.2,16.39,1.1775,8.1132,0.997,110.71
21/5/2018,1285.85,16.34,1.1768,8.0722,0.9978,111.08
22/5/2018,1293.9,16.58,1.1783,8.0358,0.9924,110.94
23/5/2018,1294,16.53,1.1693,8.1085,0.9952,110.05
24/5/2018,1296.35,16.51,1.1729,8.0859,0.9916,109.3
25/5/2018,1303.95,16.67,1.1666,8.1478,0.9912,109.35
29/5/2018,1302.05,16.475,1.1551,8.2907,0.9924,108.62
30/5/2018,1298.6,16.37,1.1664,8.173,0.989,109.04
1/6/2018,1299.15,16.42,1.1679,8.1646,0.9867,109.49
4/6/2018,1294.65,16.44,1.1696,8.1147,0.9884,109.66
5/6/2018,1292.25,16.385,1.1672,8.1344,0.986,109.63
6/6/2018,1295.25,16.545,1.1778,8.0772,0.9844,110
7/6/2018,1298.3,16.745,1.1815,8.0419,0.9822,109.92
8/6/2018,1299.2,16.72,1.1773,8.0574,0.986,109.45
11/6/2018,1296.05,16.76,1.1802,8.0283,0.9848,109.94
12/6/2018,1298.3,16.855,1.1792,8.013,0.9841,110.22
13/6/2018,1294.4,16.905,1.1784,8.0076,0.9844,110.41
14/6/2018,1305.3,17.125,1.1634,8.0944,0.9942,110.44
15/6/2018,1300.1,17.225,1.1616,8.1373,0.9962,110.58
18/6/2018,1281.25,16.605,1.1606,8.1441,0.9952,110.44
19/6/2018,1279,16.355,1.1577,8.1891,0.9951,110.02
20/6/2018,1273.25,16.285,1.1592,8.1488,0.9956,110.14
21/6/2018,1263.7,16.245,1.16,8.1367,0.9921,110.05
22/6/2018,1269.7,16.425,1.163,8.1108,0.9902,109.98
25/6/2018,1269.8,16.375,1.1694,8.1182,0.9874,109.62
26/6/2018,1257.15,16.225,1.1675,8.1089,0.9901,109.92
27/6/2018,1256.8,16.21,1.1588,8.1544,0.9962,110.34
28/6/2018,1250.5,16.11,1.1582,8.1895,0.9979,110.38
29/6/2018,1250.55,16.03,1.1677,8.1478,0.9922,110.71
2/7/2018,1249,15.98,1.1604,8.1896,0.9946,110.73
3/7/2018,1245.85,15.93,1.1653,8.1355,0.9922,110.54
5/7/2018,1252.5,15.95,1.1697,8.0501,0.9924,110.59
6/7/2018,1254.2,15.995,1.1738,8.0302,0.9901,110.48
9/7/2018,1262.6,16.205,1.1744,8.0155,0.992,110.78
10/7/2018,1253.7,15.93,1.1728,8.0322,0.9926,111.24
11/7/2018,1250,15.915,1.1722,8.059,0.9932,111.52
12/7/2018,1244.85,15.84,1.1692,8.0925,1.0009,112.41
13/7/2018,1240.5,15.81,1.1667,8.1298,1.0028,112.38
16/7/2018,1244.9,15.81,1.171,8.1021,0.9974,112.29
17/7/2018,1243.65,15.77,1.1664,8.134,0.9992,112.79
18/7/2018,1223.45,15.44,1.1645,8.1738,0.9994,112.82
19/7/2018,1217.4,15.26,1.1604,8.2566,1.0016,112.98
20/7/2018,1224.85,15.37,1.1708,8.1888,0.9944,111.74
23/7/2018,1229.45,15.485,1.1702,8.181,0.9927,111.36
24/7/2018,1224.3,15.51,1.1684,8.1752,0.9944,111.27
25/7/2018,1230.55,15.565,1.1677,8.168,0.9942,111.02
26/7/2018,1228.35,15.535,1.1654,8.1693,0.9938,111.2
27/7/2018,1219.15,15.355,1.166,8.1807,0.994,110.94
30/7/2018,1222.05,15.49,1.1718,8.1337,0.9885,110.98
31/7/2018,1219.2,15.43,1.1706,8.1466,0.9895,111.88
1/8/2018,1222.75,15.475,1.1666,8.174,0.9923,111.72
2/8/2018,1217.6,15.45,1.1612,8.2235,0.9943,111.48
3/8/2018,1207.7,15.36,1.1597,8.2361,0.9926,111.12
6/8/2018,1212,15.345,1.1564,8.236,0.9963,111.43
7/8/2018,1215.4,15.465,1.1597,8.1943,0.9944,111.19
8/8/2018,1212.35,15.345,1.1598,8.2315,0.9943,110.96
9/8/2018,1215.5,15.48,1.1566,8.2848,0.9906,110.9
10/8/2018,1211.65,15.375,1.1399,8.3682,0.9954,110.66
13/8/2018,1204.4,15.185,1.1396,8.3835,0.9934,110.65
14/8/2018,1195.3,15.035,1.1351,8.3991,0.993,110.92
15/8/2018,1186.7,14.825,1.1332,8.4749,0.9942,110.62
16/8/2018,1179.65,14.605,1.1388,8.4592,0.9962,110.89
17/8/2018,1176.7,14.66,1.141,8.4691,0.9948,110.54
20/8/2018,1188.75,14.755,1.1438,8.4706,0.9943,110.38
21/8/2018,1194.1,14.785,1.1534,8.4242,0.9876,110.48
22/8/2018,1196.85,14.81,1.1595,8.3493,0.9836,110.54
23/8/2018,1187.3,14.625,1.1567,8.369,0.9848,111.14
24/8/2018,1189.95,14.62,1.1625,8.3299,0.9824,111.22
28/8/2018,1212.75,14.9,1.172,8.3326,0.9752,111.04
29/8/2018,1204.3,14.69,1.1699,8.3436,0.9732,111.8
30/8/2018,1202.35,14.665,1.1646,8.3546,0.9709,111.17
31/8/2018,1206.85,14.655,1.1596,8.3872,0.9698,110.98
4/9/2018,1195.75,14.25,1.1566,8.4102,0.9753,111.44
5/9/2018,1194.7,14.17,1.162,8.4096,0.9716,111.47
6/9/2018,1204.3,14.265,1.1624,8.4094,0.9682,110.87
7/9/2018,1200.75,14.185,1.1572,8.4381,0.9684,111.18
10/9/2018,1195.8,14.215,1.1604,8.377,0.974,111.09
11/9/2018,1194,14.125,1.1591,8.3778,0.9737,111.54
12/9/2018,1197.8,14.155,1.1626,8.3454,0.9704,111.29
13/9/2018,1206.65,14.225,1.1672,8.2557,0.968,111.92
14/9/2018,1206.2,14.215,1.1656,8.235,0.9665,112.09
17/9/2018,1196.8,14.17,1.1687,8.173,0.962,111.97
18/9/2018,1199.4,14.21,1.1693,8.1463,0.962,112.3
19/9/2018,1203,14.185,1.1685,8.1503,0.967,112.21
20/9/2018,1203,14.23,1.1744,8.1666,0.9624,112.58
21/9/2018,1207.6,14.33,1.1739,8.156,0.9593,112.62
24/9/2018,1198.75,14.315,1.1773,8.1304,0.962,112.62
25/9/2018,1199.45,14.29,1.177,8.1263,0.9646,112.88
26/9/2018,1198.8,14.475,1.1758,8.1049,0.9681,112.92
27/9/2018,1196,14.42,1.167,8.137,0.9776,113.38
28/9/2018,1183.5,14.305,1.1622,8.1327,0.9758,113.48
1/10/2018,1185.3,14.55,1.1567,8.1595,0.984,113.96
2/10/2018,1192.65,14.505,1.156,8.1637,0.9844,113.66
3/10/2018,1203.5,14.735,1.1525,8.2007,0.9894,114.19
4/10/2018,1199.45,14.63,1.1508,8.2436,0.9925,113.79
5/10/2018,1201.1,14.635,1.1502,8.2755,0.9922,113.56
9/10/2018,1187.4,14.325,1.1482,8.2795,0.9928,113.13
10/10/2018,1186.4,14.375,1.1541,8.2035,0.9908,112.71
11/10/2018,1201.1,14.4,1.1565,8.2262,0.992,112.26
12/10/2018,1218.75,14.6,1.1559,8.1769,0.9916,112.02
15/10/2018,1233,14.74,1.1594,8.1481,0.9868,111.82
16/10/2018,1228.85,14.755,1.1593,8.1288,0.9894,112.16
17/10/2018,1226.75,14.65,1.154,8.1903,0.9926,112.21
18/10/2018,1224.6,14.515,1.1494,8.2469,0.994,112.11
19/10/2018,1228.25,14.61,1.1513,8.2169,0.9968,112.52
22/10/2018,1222.9,14.63,1.1467,8.2558,0.9963,112.78
23/10/2018,1235.6,14.715,1.148,8.2978,0.9943,112.12
24/10/2018,1231.65,14.745,1.1389,8.3312,0.9982,112.58
25/10/2018,1232.15,14.74,1.1374,8.3336,1.0009,112.54
26/10/2018,1236.05,14.69,1.1388,8.3423,0.998,111.65
29/10/2018,1230.75,14.65,1.139,8.3711,1.0006,112.49
30/10/2018,1220,14.425,1.1364,8.3962,1.0046,112.76
31/10/2018,1217.7,14.34,1.1332,8.41,1.0057,112.86
1/11/2018,1223.25,14.45,1.1396,8.41,1.0033,112.79
2/11/2018,1235.5,14.82,1.1378,8.3721,1.0036,113.09
5/11/2018,1231.6,14.735,1.1394,8.3566,1.0055,113.22
6/11/2018,1234.85,14.7,1.1412,8.3781,1.0042,113.38
7/11/2018,1235.05,14.67,1.1459,8.3273,0.9998,113.32
8/11/2018,1223.45,14.49,1.1416,8.3432,1.0033,113.87
9/11/2018,1219.05,14.34,1.1325,8.4385,1.0062,113.77
13/11/2018,1197.55,14.02,1.1288,8.4736,1.0083,113.97
14/11/2018,1201.45,13.97,1.1312,8.5,1.0067,113.7
15/11/2018,1210.6,14.13,1.1324,8.4767,1.0058,113.46
16/11/2018,1215.8,14.285,1.1402,8.4435,1.0012,112.76
19/11/2018,1223.55,14.36,1.1448,8.4767,0.9938,112.54
20/11/2018,1223.1,14.44,1.1391,8.5529,0.9944,112.66
21/11/2018,1224,14.42,1.1393,8.5197,0.9952,113.06
23/11/2018,1222.15,14.255,1.1332,8.5994,0.9976,112.83
26/11/2018,1226.65,14.38,1.1336,8.5864,0.9984,113.58
